TransH;0.5741345397324942;0.5977619841155978;0.5845898322872785
RotatE;0.4571818450039339;0.4723534441786789;0.46407795368361915
TransE;0.5608993902439025;0.5860707961606287;0.5721033034742155
HolE;0.5214004720692368;0.5404620043023473;0.5298321194054043
TransR;0.556095102281668;0.5807656574949347;0.5670276091979038
ERMLP;0.5558910306845004;0.580596308911948;0.5669374197269372
UM;0.47008507081038553;0.48648592121438183;0.47756551088649435
TransD;0.564427616050354;0.5873349103953431;0.5746183672962141
QuatE;0.5017899291896144;0.518493925184411;0.5092566893065644
RESCAL;0.5429976396538159;0.5684786282070887;0.5544746314497914
SE;0.5139825924468922;0.5340951376128998;0.5228895482379532
