RotatE;0.43266620771046427;0.4462277598271882;0.4388914589029243
QuatE;0.46136408339889845;0.47810245390482226;0.4689671237470162
SE;0.4895185877261999;0.5092784101481529;0.49830282499903067
TransD;0.5223101888276946;0.543865728835104;0.5319693845160969
TransH;0.5465184893784423;0.5693772396549039;0.5566074916002881
TransE;0.4966020849724626;0.5137023839943399;0.5042912899224528
UM;0.43629769866247053;0.44975117847106416;0.4424151947992335
ERMLP;0.42886014948859164;0.44143884839883213;0.4346966921989054
HolE;0.4527832415420928;0.4665190058697613;0.45890901609110324
TransR;0.5366369984264359;0.5610435231627554;0.5475579100149356
RESCAL;0.4950285208497247;0.5122909672603425;0.5027792304264207
