TransH;0.564838217938631;0.588760778219741;0.575492480689911
UM;0.45875540912667195;0.47398375751581145;0.4656805740807606
TransD;0.5410085562549174;0.5616989998941816;0.5501972807749023
TransR;0.5574424665617624;0.5797992463406919;0.5673502921385604
RESCAL;0.5207317073170732;0.5331491653908967;0.5263192596321246
RotatE;0.46289830841856805;0.4780231265551804;0.46971695527566604
TransE;0.5286093627065303;0.5490660870060624;0.5377856035612405
SE;0.4964029307631786;0.5160907666379287;0.5051466084230085
QuatE;0.4838808025177026;0.5007529791625341;0.49134015312833945
HolE;0.4680025570416994;0.4851411375972421;0.4757126047487743
ERMLP;0.4538527734067664;0.4689129724450263;0.4608165529635125
