TransD;0.5410085562549174;0.5616989998941816;0.5501972807749023
ERMLP;0.5293223839496459;0.55147663303237;0.5393506110108996
SE;0.5034888867033832;0.5221516539625972;0.5117866340905642
TransE;0.5201219512195122;0.540199648582662;0.5291966511575664
RotatE;0.44768391030684507;0.4626437432725713;0.45449879923884023
RESCAL;0.5302665224232888;0.5550956298914649;0.5415617798009617
HolE;0.5172403619197482;0.5366924054796656;0.5259331036397006
TransH;0.5569335169158144;0.5825845180500141;0.568274108861701
UM;0.4250172108575924;0.4391067464423936;0.4315199218372108
QuatE;0.49244443351691586;0.508777629526915;0.49971003979184925
TransR;0.5574424665617624;0.5797992463406919;0.5673502921385604
